vaccine_label,Taxon_clean,Control,FeSO4,SQM® Iron,FeSO4_abs_change,SQM_abs_change
Unvaccinated,Alistipes,1.8655450931503639,4.700921545328083,1.6629076996315806,2.8353764521777194,-0.2026373935187833
Unvaccinated,Anaerostipes,1.5210347270260671,0.45406322044974046,0.9235284043997521,-1.0669715065763268,-0.597506322626315
Unvaccinated,Bacteroides,35.91325472017532,29.540895308797406,35.07808003466573,-6.372359411377911,-0.8351746855095854
Unvaccinated,Barnesiella,1.2268233569897988,0.971100654000253,1.0051334549860587,-0.2557227029895458,-0.22168990200374017
Unvaccinated,Cerasicoccus,0.4269498682239684,3.3045406493709226,2.048440528924276,2.8775907811469543,1.621490660700308
Unvaccinated,Colidextribacter,0.8876805407331626,0.8946235424880569,0.59535177960797,0.006943001754894262,-0.29232876112519257
Unvaccinated,Desulfovibrio,0.8215786697877046,1.3930922615645882,2.2644095514341145,0.5715135917768837,1.44283088164641
Unvaccinated,Faecalibacterium,4.201090809778984,1.5474364520776789,3.928944274297346,-2.6536543577013054,-0.2721465354816379
Unvaccinated,Lactobacillus,5.223903969321961,2.823306723285074,1.4618378678036739,-2.400597246036887,-3.7620661015182875
Unvaccinated,Ligilactobacillus,0.1472335923161897,2.9176460798245234,0.732798936456449,2.7704124875083336,0.5855653441402593
Unvaccinated,Parabacteroides,1.0079090345009347,2.1629161776914483,0.9353195763048221,1.1550071431905136,-0.07258945819611262
Unvaccinated,Parasutterella,1.7733104417801036,1.0801003865557939,0.8873302797541898,-0.6932100552243097,-0.8859801620259138
Unvaccinated,Phascolarctobacterium,4.085568383996846,6.558268335642693,9.582756038776939,2.472699951645847,5.497187654780093
Unvaccinated,Romboutsia,1.083507913135672,3.2538732318646253,1.8565188869647984,2.1703653187289533,0.7730109738291264
Unvaccinated,Subdoligranulum,0.8958944947489481,0.6898367978920538,1.8135575701941653,-0.20605769685689435,0.9176630754452172
Vaccinated,Alistipes,2.704643493433171,2.6968674839355655,2.5060953679575237,-0.007776009497605596,-0.19854812547564737
Vaccinated,Anaerostipes,2.2656661016887334,0.3742093944838556,0.04260306594276585,-1.8914567072048778,-2.2230630357459678
Vaccinated,Bacteroides,32.17878586814356,27.891655219185033,35.373833645403884,-4.287130648958524,3.195047777260328
Vaccinated,Barnesiella,0.2471640684179788,2.6901821070612715,0.8447790149819384,2.4430180386432925,0.5976149465639596
Vaccinated,Cerasicoccus,0,1.6070876403647298,2.475596286698477,1.6070876403647298,2.475596286698477
Vaccinated,Colidextribacter,0.9209154448811832,0.9916085569341923,0.8481920091312156,0.0706931120530091,-0.07272343574996754
Vaccinated,Desulfovibrio,0.9132844484100604,1.3044402354612235,1.0048748757382664,0.39115578705116305,0.09159042732820599
Vaccinated,Faecalibacterium,6.842446372902956,4.315965638623553,2.2913896347731924,-2.526480734279403,-4.551056738129764
Vaccinated,Lactobacillus,1.0493324191691327,1.6118442449181873,1.59886021291263,0.5625118257490547,0.5495277937434973
Vaccinated,Ligilactobacillus,0,1.8289265364635212,1.2247861574052783,1.8289265364635212,1.2247861574052783
Vaccinated,Parabacteroides,1.6040384319803005,1.2816106177764677,0.8871636476105814,-0.3224278142038328,-0.7168747843697191
Vaccinated,Parasutterella,1.6917914256056257,0.8020300948897031,1.3261188925635128,-0.8897613307159226,-0.3656725330421129
Vaccinated,Phascolarctobacterium,4.3491418250311344,7.6396252262594135,5.965153278162839,3.290483401228279,1.616011453131705
Vaccinated,Romboutsia,1.877916149405509,3.6317514466507665,3.9393190776135394,1.7538352972452576,2.0614029282080306
Vaccinated,Subdoligranulum,1.2129635651414692,1.9087156534658707,0.8452350269697971,0.6957520883244015,-0.36772853817167206
