vaccine_label,Supplement,Taxon_clean,raw_pct,Pct
Unvaccinated,Control,Alistipes,1.8655450931503639,3.05420076599025
Unvaccinated,Control,Anaerostipes,1.5210347270260671,2.490181258784695
Unvaccinated,Control,Bacteroides,35.91325472017532,58.79583960650028
Unvaccinated,Control,Barnesiella,1.2268233569897988,2.00850938978132
Unvaccinated,Control,Cerasicoccus,0.4269498682239684,0.6989863817052093
Unvaccinated,Control,Colidextribacter,0.8876805407331626,1.4532774347917325
Unvaccinated,Control,Desulfovibrio,0.8215786697877046,1.3450579199613106
Unvaccinated,Control,Faecalibacterium,4.201090809778984,6.8778690026483265
Unvaccinated,Control,Lactobacillus,5.223903969321961,8.552380515026591
Unvaccinated,Control,Ligilactobacillus,0.1472335923161897,0.24104533955393287
Unvaccinated,Control,Parabacteroides,1.0079090345009347,1.6501110353879453
Unvaccinated,Control,Parasutterella,1.7733104417801036,2.903197638861236
Unvaccinated,Control,Phascolarctobacterium,4.085568383996846,6.688740000830936
Unvaccinated,Control,Romboutsia,1.083507913135672,1.773878696583583
Unvaccinated,Control,Subdoligranulum,0.8958944947489481,1.4667250135926588
Unvaccinated,FeSO4,Alistipes,4.700921545328083,7.5465142454753735
Unvaccinated,FeSO4,Anaerostipes,0.45406322044974046,0.7289197508254192
Unvaccinated,FeSO4,Bacteroides,29.540895308797406,47.42278404826635
Unvaccinated,FeSO4,Barnesiella,0.971100654000253,1.5589336789690882
Unvaccinated,FeSO4,Cerasicoccus,3.3045406493709226,5.304866895728988
Unvaccinated,FeSO4,Colidextribacter,0.8946235424880569,1.4361629401012652
Unvaccinated,FeSO4,Desulfovibrio,1.3930922615645882,2.2363680175872735
Unvaccinated,FeSO4,Faecalibacterium,1.5474364520776789,2.4841408470596096
Unvaccinated,FeSO4,Lactobacillus,2.823306723285074,4.532329289305386
Unvaccinated,FeSO4,Ligilactobacillus,2.9176460798245234,4.683774764659357
Unvaccinated,FeSO4,Parabacteroides,2.1629161776914483,3.472186801955762
Unvaccinated,FeSO4,Parasutterella,1.0801003865557939,1.7339138454219594
Unvaccinated,FeSO4,Phascolarctobacterium,6.558268335642693,10.528162391853646
Unvaccinated,FeSO4,Romboutsia,3.2538732318646253,5.2235291443315575
Unvaccinated,FeSO4,Subdoligranulum,0.6898367978920538,1.1074133384589755
Unvaccinated,SQM® Iron,Alistipes,1.6629076996315806,2.5671301305476955
Unvaccinated,SQM® Iron,Anaerostipes,0.9235284043997521,1.4257060652713907
Unvaccinated,SQM® Iron,Bacteroides,35.07808003466573,54.152131353234246
Unvaccinated,SQM® Iron,Barnesiella,1.0051334549860587,1.5516846654134127
Unvaccinated,SQM® Iron,Cerasicoccus,2.048440528924276,3.162300230855639
Unvaccinated,SQM® Iron,Colidextribacter,0.59535177960797,0.9190801702616553
Unvaccinated,SQM® Iron,Desulfovibrio,2.2644095514341145,3.4957045352994585
Unvaccinated,SQM® Iron,Faecalibacterium,3.928944274297346,6.065346398977019
Unvaccinated,SQM® Iron,Lactobacillus,1.4618378678036739,2.25672659838296
Unvaccinated,SQM® Iron,Ligilactobacillus,0.732798936456449,1.1312655716414304
Unvaccinated,SQM® Iron,Parabacteroides,0.9353195763048221,1.4439088029691467
Unvaccinated,SQM® Iron,Parasutterella,0.8873302797541898,1.3698248540246498
Unvaccinated,SQM® Iron,Phascolarctobacterium,9.582756038776939,14.79347396508078
Unvaccinated,SQM® Iron,Romboutsia,1.8565188869647984,2.866019306852751
Unvaccinated,SQM® Iron,Subdoligranulum,1.8135575701941653,2.7996973511877847
Vaccinated,Control,Alistipes,2.704643493433171,4.67461596376122
Vaccinated,Control,Anaerostipes,2.2656661016887334,3.9159020230288624
Vaccinated,Control,Bacteroides,32.17878586814356,55.61674449105898
Vaccinated,Control,Barnesiella,0.2471640684179788,0.42719016487760364
Vaccinated,Control,Cerasicoccus,0,0
Vaccinated,Control,Colidextribacter,0.9209154448811832,1.5916796614297346
Vaccinated,Control,Desulfovibrio,0.9132844484100604,1.5784905006364818
Vaccinated,Control,Faecalibacterium,6.842446372902956,11.826256999716682
Vaccinated,Control,Lactobacillus,1.0493324191691327,1.8136312936806696
Vaccinated,Control,Ligilactobacillus,0,0
Vaccinated,Control,Parabacteroides,1.6040384319803005,2.772366738473032
Vaccinated,Control,Parasutterella,1.6917914256056257,2.9240360974346733
Vaccinated,Control,Phascolarctobacterium,4.3491418250311344,7.51691224862516
Vaccinated,Control,Romboutsia,1.877916149405509,3.2457278868472432
Vaccinated,Control,Subdoligranulum,1.2129635651414692,2.0964459304296614
Vaccinated,FeSO4,Alistipes,2.6968674839355655,4.4520013358980854
Vaccinated,FeSO4,Anaerostipes,0.3742093944838556,0.6177466019637556
Vaccinated,FeSO4,Bacteroides,27.891655219185033,46.04367364577094
Vaccinated,FeSO4,Barnesiella,2.6901821070612715,4.44096508478355
Vaccinated,FeSO4,Cerasicoccus,1.6070876403647298,2.65298772165404
Vaccinated,FeSO4,Colidextribacter,0.9916085569341923,1.6369519994792865
Vaccinated,FeSO4,Desulfovibrio,1.3044402354612235,2.153375983605182
Vaccinated,FeSO4,Faecalibacterium,4.315965638623553,7.124816070236463
Vaccinated,FeSO4,Lactobacillus,1.6118442449181873,2.660839946486173
Vaccinated,FeSO4,Ligilactobacillus,1.8289265364635212,3.019200399017305
Vaccinated,FeSO4,Parabacteroides,1.2816106177764677,2.1156887449714707
Vaccinated,FeSO4,Parasutterella,0.8020300948897031,1.3239949961014612
Vaccinated,FeSO4,Phascolarctobacterium,7.6396252262594135,12.611528714578931
Vaccinated,FeSO4,Romboutsia,3.6317514466507665,5.995312112460222
Vaccinated,FeSO4,Subdoligranulum,1.9087156534658707,3.1509166429931534
Vaccinated,SQM® Iron,Alistipes,2.5060953679575237,4.096667473134831
